row_id,domain,family,split,text,hard_negative_group,lexical_markers,notes
V3_0733,code,code_indentation_whitespace,train,"def handle_packet(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0734,code,code_indentation_whitespace,train,"if invoice.ready:
	log.info('ready')
	invoice.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0735,code,code_indentation_whitespace,train,"class Shah:
    def __init__(self):
        self.path = 'osaka/ticket'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0736,code,code_indentation_whitespace,train,"def handle_sample(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0737,code,code_indentation_whitespace,dev,"if module.ready:
	log.info('ready')
	module.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0738,code,code_indentation_whitespace,dev,"class Rossi:
    def __init__(self):
        self.path = 'lagos/widget'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0739,code,code_indentation_whitespace,test,"def handle_record(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0740,code,code_indentation_whitespace,test,"if route.ready:
	log.info('ready')
	route.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0741,code,code_indentation_whitespace,train,"class Chen:
    def __init__(self):
        self.path = 'berlin/sensor'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0742,code,code_indentation_whitespace,train,"def handle_panel(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0743,code,code_indentation_whitespace,train,"if packet.ready:
	log.info('ready')
	packet.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0744,code,code_indentation_whitespace,train,"class Alvarez:
    def __init__(self):
        self.path = 'seoul/invoice'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0745,code,code_indentation_whitespace,train,"def handle_ticket(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0746,code,code_indentation_whitespace,train,"if sample.ready:
	log.info('ready')
	sample.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0747,code,code_indentation_whitespace,dev,"class Kim:
    def __init__(self):
        self.path = 'lisbon/module'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0748,code,code_indentation_whitespace,dev,"def handle_widget(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0749,code,code_indentation_whitespace,test,"if record.ready:
	log.info('ready')
	record.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0750,code,code_indentation_whitespace,test,"class Brooks:
    def __init__(self):
        self.path = 'nairobi/route'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0751,code,code_indentation_whitespace,train,"def handle_sensor(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0752,code,code_indentation_whitespace,train,"if panel.ready:
	log.info('ready')
	panel.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0753,code,code_indentation_whitespace,train,"class Novak:
    def __init__(self):
        self.path = 'helsinki/packet'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0754,code,code_indentation_whitespace,train,"def handle_invoice(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0755,code,code_indentation_whitespace,train,"if ticket.ready:
	log.info('ready')
	ticket.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0756,code,code_indentation_whitespace,train,"class Ortiz:
    def __init__(self):
        self.path = 'cairo/sample'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0757,code,code_indentation_whitespace,dev,"def handle_module(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0758,code,code_indentation_whitespace,dev,"if widget.ready:
	log.info('ready')
	widget.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0759,code,code_indentation_whitespace,test,"class Haddad:
    def __init__(self):
        self.path = 'toronto/record'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0760,code,code_indentation_whitespace,test,"def handle_route(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0761,code,code_indentation_whitespace,train,"if sensor.ready:
	log.info('ready')
	sensor.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0762,code,code_indentation_whitespace,train,"class Patel:
    def __init__(self):
        self.path = 'santiago/panel'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0763,code,code_indentation_whitespace,train,"def handle_packet(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0764,code,code_indentation_whitespace,train,"if invoice.ready:
	log.info('ready')
	invoice.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0765,code,code_indentation_whitespace,train,"class Shah:
    def __init__(self):
        self.path = 'osaka/ticket'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0766,code,code_indentation_whitespace,train,"def handle_sample(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0767,code,code_indentation_whitespace,dev,"if module.ready:
	log.info('ready')
	module.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0768,code,code_indentation_whitespace,dev,"class Rossi:
    def __init__(self):
        self.path = 'lagos/widget'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0769,code,code_indentation_whitespace,test,"def handle_record(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0770,code,code_indentation_whitespace,test,"if route.ready:
	log.info('ready')
	route.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0771,code,code_indentation_whitespace,train,"class Chen:
    def __init__(self):
        self.path = 'berlin/sensor'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0772,code,code_indentation_whitespace,train,"def handle_panel(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0773,code,code_indentation_whitespace,train,"if packet.ready:
	log.info('ready')
	packet.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0774,code,code_indentation_whitespace,train,"class Alvarez:
    def __init__(self):
        self.path = 'seoul/invoice'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0775,code,code_indentation_whitespace,train,"def handle_ticket(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0776,code,code_indentation_whitespace,train,"if sample.ready:
	log.info('ready')
	sample.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0777,code,code_indentation_whitespace,dev,"class Kim:
    def __init__(self):
        self.path = 'lisbon/module'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0778,code,code_indentation_whitespace,dev,"def handle_widget(items):
    total = 0
    for item in items:
        total += item.value
    return total

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0779,code,code_indentation_whitespace,test,"if record.ready:
	log.info('ready')
	record.dispatch()
else:
	log.warning('waiting')

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0780,code,code_indentation_whitespace,test,"class Brooks:
    def __init__(self):
        self.path = 'nairobi/route'

    def run(self):
        return self.path.strip()

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",code_indentation_vs_plain_code,leading spaces;tab;indent;blank line;aligned block,position/whitespace family; hard negatives are code rows without indentation structure
V3_0781,quantities,dates_numbers_measurements,train,"On 2026-01-01, the sensor measured 100.4 kg, 20% above the 2025-05-01 baseline.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0782,quantities,dates_numbers_measurements,train,The lab recorded 101 mm of drift at 21.5 C and a flow rate of 27.2 L/min.,dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0783,quantities,dates_numbers_measurements,train,"Invoice 102-34 lists USD 526.00, a 3:2 allocation, and delivery by 2026-03-07.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0784,quantities,dates_numbers_measurements,train,"On 2026-04-10, the invoice measured 103.4 kg, 41% above the 2025-05-01 baseline.

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0785,quantities,dates_numbers_measurements,train,"The lab recorded 104 mm of drift at 21.5 C and a flow rate of 48.2 L/min.

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0786,quantities,dates_numbers_measurements,train,"Invoice 105-55 lists USD 565.00, a 3:2 allocation, and delivery by 2026-06-16.

The same paragraph should not be labeled as a broad semantic domain just because it has topical words.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0787,quantities,dates_numbers_measurements,dev,"On 2026-07-19, the module measured 106.4 kg, 62% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0788,quantities,dates_numbers_measurements,dev,"The lab recorded 107 mm of drift at 21.5 C and a flow rate of 69.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0789,quantities,dates_numbers_measurements,test,"Invoice 108-76 lists USD 604.00, a 3:2 allocation, and delivery by 2026-09-25.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0790,quantities,dates_numbers_measurements,test,"On 2026-10-28, the route measured 109.4 kg, 83% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0791,quantities,dates_numbers_measurements,train,"The lab recorded 110 mm of drift at 21.5 C and a flow rate of 90.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0792,quantities,dates_numbers_measurements,train,"Invoice 111-97 lists USD 643.00, a 3:2 allocation, and delivery by 2026-12-06.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0793,quantities,dates_numbers_measurements,train,"On 2026-01-09, the packet measured 112.4 kg, 24% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0794,quantities,dates_numbers_measurements,train,"The lab recorded 113 mm of drift at 21.5 C and a flow rate of 31.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0795,quantities,dates_numbers_measurements,train,"Invoice 114-38 lists USD 682.00, a 3:2 allocation, and delivery by 2026-03-15.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0796,quantities,dates_numbers_measurements,train,"On 2026-04-18, the sample measured 115.4 kg, 45% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0797,quantities,dates_numbers_measurements,dev,"The lab recorded 116 mm of drift at 21.5 C and a flow rate of 52.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0798,quantities,dates_numbers_measurements,dev,"Invoice 117-59 lists USD 721.00, a 3:2 allocation, and delivery by 2026-06-24.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0799,quantities,dates_numbers_measurements,test,"On 2026-07-27, the record measured 118.4 kg, 66% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0800,quantities,dates_numbers_measurements,test,"The lab recorded 119 mm of drift at 21.5 C and a flow rate of 73.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0801,quantities,dates_numbers_measurements,train,"Invoice 120-80 lists USD 760.00, a 3:2 allocation, and delivery by 2026-09-05.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0802,quantities,dates_numbers_measurements,train,"On 2026-10-08, the panel measured 121.4 kg, 87% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0803,quantities,dates_numbers_measurements,train,"The lab recorded 122 mm of drift at 21.5 C and a flow rate of 94.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0804,quantities,dates_numbers_measurements,train,"Invoice 123-21 lists USD 799.00, a 3:2 allocation, and delivery by 2026-12-14.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0805,quantities,dates_numbers_measurements,train,"On 2026-01-17, the ticket measured 124.4 kg, 28% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0806,quantities,dates_numbers_measurements,train,"The lab recorded 125 mm of drift at 21.5 C and a flow rate of 35.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0807,quantities,dates_numbers_measurements,dev,"Invoice 126-42 lists USD 838.00, a 3:2 allocation, and delivery by 2026-03-23.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0808,quantities,dates_numbers_measurements,dev,"On 2026-04-26, the widget measured 127.4 kg, 49% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0809,quantities,dates_numbers_measurements,test,"The lab recorded 128 mm of drift at 21.5 C and a flow rate of 56.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0810,quantities,dates_numbers_measurements,test,"Invoice 129-63 lists USD 877.00, a 3:2 allocation, and delivery by 2026-06-04.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0811,quantities,dates_numbers_measurements,train,"On 2026-07-07, the sensor measured 130.4 kg, 70% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0812,quantities,dates_numbers_measurements,train,"The lab recorded 131 mm of drift at 21.5 C and a flow rate of 77.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0813,quantities,dates_numbers_measurements,train,"Invoice 132-84 lists USD 916.00, a 3:2 allocation, and delivery by 2026-09-13.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0814,quantities,dates_numbers_measurements,train,"On 2026-10-16, the invoice measured 133.4 kg, 91% above the 2025-05-01 baseline.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0815,quantities,dates_numbers_measurements,train,"The lab recorded 134 mm of drift at 21.5 C and a flow rate of 98.2 L/min.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
V3_0816,quantities,dates_numbers_measurements,train,"Invoice 135-25 lists USD 955.00, a 3:2 allocation, and delivery by 2026-12-22.

Control sentence: the neighboring hard-negative rows reuse several words, but the target family is the surface form named in `family`.",dates_numbers_measurements_vs_history_dates,ISO date;percent;kg;mm;USD;temperature;ratio,lexical-token family; hard negatives include historical dates without measurement syntax
